10912	12341	13073	13550	13799	13959	14083	14171	14263	14342	14398	14440	14477	14519	14555	14591	14618	14649	14673	14694	14713	14735	14757	14768	14788	14801	
10984	12397	13130	13501	13686	13890	14017	14179	14250	14331	14389	14429	14488	14532	14557	14587	14608	14638	14664	14688	14716	14739	14752	14765	14784	14801	
10953	12399	13113	13448	13713	13885	14036	14132	14220	14288	14333	14391	14443	14498	14532	14557	14597	14639	14668	14688	14710	14727	14748	14767	14777	14801	
10917	12391	13098	13478	13750	13919	14066	14184	14265	14339	14399	14443	14487	14522	14569	14597	14626	14659	14680	14694	14719	14737	14754	14776	14792	14801	
10948	12497	13145	13534	13733	13912	14059	14165	14250	14313	14372	14441	14488	14527	14552	14572	14600	14629	14653	14673	14699	14722	14744	14771	14791	14801	
10917	12296	13015	13424	13685	13930	14058	14167	14237	14313	14383	14440	14492	14530	14564	14594	14630	14648	14669	14694	14711	14732	14750	14767	14782	14801	
10899	12438	13107	13539	13793	13984	14119	14202	14291	14348	14405	14470	14514	14551	14575	14597	14624	14653	14669	14688	14698	14724	14740	14761	14781	14801	
11052	12406	13157	13517	13757	13956	14125	14207	14275	14358	14395	14441	14480	14507	14544	14566	14611	14638	14663	14684	14712	14735	14755	14779	14791	14801	
10899	12412	13157	13500	13724	13925	14083	14168	14243	14311	14367	14413	14457	14512	14556	14592	14616	14649	14676	14700	14726	14741	14753	14771	14791	14801	
10912	12440	13085	13396	13651	13881	14026	14118	14231	14296	14357	14417	14469	14497	14537	14581	14618	14647	14667	14690	14719	14742	14764	14780	14792	14801	
10852	12406	13132	13479	13696	13852	13984	14128	14220	14278	14344	14386	14445	14493	14530	14553	14600	14624	14643	14665	14695	14725	14749	14766	14781	14801	
10931	12384	13144	13492	13719	13893	14029	14158	14250	14345	14377	14437	14477	14510	14554	14586	14621	14654	14676	14699	14724	14740	14759	14767	14777	14801	
10853	12405	13081	13476	13723	13920	14033	14135	14221	14289	14348	14405	14443	14483	14532	14544	14586	14620	14647	14675	14693	14720	14746	14768	14787	14801	
11033	12453	13023	13539	13763	13933	14048	14173	14252	14305	14350	14408	14463	14501	14540	14572	14595	14615	14650	14678	14696	14713	14738	14763	14782	14801	
11033	12497	13250	13536	13794	13964	14057	14165	14235	14317	14373	14427	14475	14528	14553	14589	14622	14641	14660	14693	14710	14722	14737	14762	14782	14801	
10853	12408	13083	13461	13729	13916	14061	14147	14228	14315	14355	14406	14445	14479	14527	14552	14576	14610	14640	14664	14694	14717	14742	14759	14782	14801	
10863	12409	13123	13492	13750	13916	14048	14142	14245	14317	14378	14436	14502	14531	14561	14591	14620	14639	14656	14678	14695	14721	14741	14754	14777	14801	
10713	12535	13203	13574	13804	13971	14089	14168	14261	14326	14379	14427	14475	14524	14566	14595	14631	14659	14677	14704	14718	14735	14758	14777	14791	14801	
10877	12360	13109	13481	13742	13905	14027	14144	14213	14275	14339	14415	14465	14504	14539	14572	14599	14635	14657	14686	14709	14728	14743	14764	14780	14801	
10930	12442	13090	13483	13744	13887	14012	14126	14216	14305	14375	14446	14488	14523	14572	14603	14624	14646	14675	14699	14717	14732	14760	14775	14790	14801	
10917	12499	13169	13510	13745	13944	14062	14147	14214	14297	14356	14402	14440	14484	14522	14564	14601	14624	14649	14688	14709	14738	14759	14769	14787	14801	
10953	12406	13090	13501	13729	13882	14029	14127	14226	14304	14364	14390	14438	14480	14512	14555	14578	14607	14650	14666	14690	14712	14736	14764	14780	14801	
10917	12459	13139	13484	13763	13926	14064	14166	14270	14334	14387	14435	14477	14521	14539	14571	14597	14633	14654	14684	14708	14729	14749	14771	14788	14801	
10899	12430	13079	13448	13732	13894	14041	14143	14238	14310	14378	14432	14480	14520	14552	14593	14620	14644	14692	14706	14732	14754	14768	14783	14794	14801	
10941	12387	13084	13587	13790	13956	14072	14183	14270	14335	14409	14462	14504	14535	14565	14601	14625	14648	14675	14693	14713	14735	14755	14776	14786	14801	
10878	12432	13053	13452	13770	13949	14068	14138	14221	14308	14369	14427	14483	14518	14565	14583	14618	14636	14653	14681	14709	14732	14750	14766	14782	14801	
10899	12441	13141	13513	13776	13918	14045	14170	14273	14340	14395	14447	14478	14515	14548	14588	14628	14652	14678	14699	14722	14736	14758	14778	14788	14801	
10877	12379	13020	13423	13740	13914	14025	14139	14255	14322	14382	14436	14477	14538	14565	14594	14630	14663	14685	14708	14732	14746	14754	14780	14790	14801	
10929	12421	13033	13405	13663	13941	14090	14189	14271	14326	14386	14435	14499	14538	14566	14598	14630	14656	14672	14702	14717	14730	14748	14772	14794	14801	
11033	12355	13133	13512	13786	13948	14082	14179	14253	14310	14363	14413	14454	14498	14538	14585	14610	14630	14650	14674	14700	14717	14731	14759	14780	14801	
10941	12431	13059	13448	13696	13856	13998	14120	14217	14311	14366	14426	14459	14480	14523	14560	14600	14617	14648	14690	14714	14733	14753	14764	14784	14801	
10941	12337	13011	13399	13686	13844	14005	14150	14246	14315	14379	14419	14452	14501	14535	14573	14602	14633	14660	14686	14705	14727	14750	14769	14789	14801	
10930	12397	13044	13560	13768	13928	14056	14156	14231	14295	14358	14408	14450	14493	14528	14562	14593	14622	14656	14686	14702	14729	14750	14767	14788	14801	
10691	12440	13135	13520	13762	13927	14052	14166	14242	14323	14381	14444	14494	14532	14569	14587	14619	14649	14679	14689	14715	14740	14757	14769	14782	14801	
10996	12396	13086	13442	13615	13817	13944	14103	14199	14262	14343	14404	14459	14499	14544	14583	14619	14649	14674	14694	14717	14734	14753	14764	14786	14801	
10941	12497	13209	13588	13832	13989	14089	14185	14271	14331	14387	14423	14469	14504	14538	14570	14605	14642	14663	14692	14720	14740	14758	14768	14783	14801	
10852	12407	13085	13485	13724	13902	14032	14136	14221	14315	14405	14436	14473	14521	14556	14592	14616	14644	14675	14699	14725	14743	14756	14776	14792	14801	
10917	12365	13115	13470	13696	13887	14011	14133	14218	14289	14366	14411	14463	14500	14539	14555	14600	14625	14651	14678	14692	14721	14736	14761	14786	14801	
10806	12497	13137	13491	13758	13927	14056	14148	14235	14291	14351	14400	14446	14486	14540	14568	14609	14633	14659	14681	14708	14731	14748	14761	14781	14801	
10691	12320	13182	13543	13793	13932	14050	14154	14241	14331	14395	14443	14481	14518	14563	14585	14607	14637	14670	14695	14721	14745	14766	14780	14791	14801	
10853	12346	13055	13473	13711	13920	14037	14158	14265	14338	14390	14421	14460	14502	14532	14562	14592	14618	14634	14655	14675	14707	14731	14755	14777	14801	
10872	12493	13146	13559	13793	13922	14021	14145	14231	14291	14350	14390	14445	14487	14537	14564	14602	14645	14667	14700	14718	14730	14752	14768	14785	14801	
10941	12387	13101	13515	13753	13929	14065	14208	14292	14338	14396	14445	14480	14530	14570	14603	14631	14655	14689	14706	14716	14739	14756	14780	14791	14801	
10899	12469	13093	13525	13700	13871	14007	14113	14250	14316	14381	14426	14462	14494	14539	14570	14602	14629	14663	14684	14704	14731	14752	14765	14781	14801	
10872	12382	13081	13477	13728	13919	14053	14160	14241	14304	14375	14430	14473	14510	14560	14604	14619	14645	14667	14694	14724	14743	14759	14778	14791	14801	
10917	12454	13079	13464	13698	13880	14021	14158	14265	14333	14402	14450	14483	14525	14555	14588	14613	14636	14667	14689	14716	14741	14753	14775	14791	14801	
11033	12422	13139	13492	13756	13953	14074	14151	14238	14294	14347	14410	14462	14513	14547	14574	14600	14629	14662	14685	14702	14723	14740	14760	14785	14801	
10853	12389	13034	13401	13755	13934	14068	14161	14213	14286	14354	14416	14467	14515	14555	14586	14633	14656	14683	14694	14711	14733	14753	14769	14790	14801	
10929	12396	13117	13509	13781	13980	14089	14191	14259	14337	14387	14451	14504	14547	14576	14605	14634	14671	14696	14713	14722	14737	14762	14780	14791	14801	
10948	12495	13102	13498	13714	13871	14011	14104	14220	14299	14378	14428	14480	14525	14544	14578	14610	14651	14662	14688	14707	14722	14736	14756	14782	14801	
10713	12566	13199	13584	13830	13978	14115	14201	14294	14358	14418	14460	14508	14536	14572	14609	14638	14654	14681	14701	14711	14732	14752	14772	14786	14801	
10853	12360	13109	13470	13738	13886	14019	14115	14198	14268	14338	14389	14423	14468	14519	14546	14600	14629	14656	14691	14715	14725	14746	14763	14783	14801	
10713	12314	13096	13483	13746	13955	14072	14192	14263	14339	14392	14436	14495	14528	14572	14593	14630	14659	14681	14699	14717	14728	14751	14767	14780	14801	
10929	12451	13074	13465	13736	13932	14051	14157	14229	14304	14387	14429	14474	14512	14542	14585	14610	14632	14655	14674	14696	14723	14741	14764	14781	14801	
10984	12440	13224	13589	13845	13977	14110	14219	14291	14349	14395	14440	14478	14518	14547	14590	14628	14653	14685	14699	14723	14735	14757	14774	14789	14801	
10899	12446	13116	13454	13701	13873	14022	14117	14214	14287	14344	14405	14479	14521	14556	14589	14623	14657	14687	14701	14722	14732	14751	14771	14788	14801	
10996	12577	13255	13589	13828	13985	14116	14205	14269	14345	14398	14442	14490	14523	14548	14585	14625	14650	14684	14704	14721	14736	14744	14765	14782	14801	
10806	12458	13112	13463	13766	13935	14057	14159	14239	14297	14362	14415	14471	14504	14545	14567	14612	14634	14655	14682	14712	14730	14747	14769	14789	14801	
10941	12437	13046	13402	13663	13932	14063	14168	14260	14351	14413	14445	14500	14540	14573	14602	14630	14654	14679	14693	14714	14732	14754	14776	14788	14801	
10872	12361	13154	13495	13727	13890	14014	14115	14195	14262	14342	14395	14448	14506	14548	14571	14594	14618	14655	14687	14709	14725	14745	14765	14786	14801	
10852	12407	13095	13506	13742	13921	14040	14144	14232	14289	14343	14411	14465	14522	14553	14582	14617	14632	14665	14688	14720	14745	14757	14769	14791	14801	
10948	12416	13088	13500	13751	13931	14085	14191	14258	14328	14382	14431	14497	14542	14568	14587	14613	14648	14671	14684	14696	14715	14744	14760	14781	14801	
11052	12433	13145	13508	13748	13946	14064	14163	14232	14294	14361	14413	14485	14522	14553	14593	14624	14644	14660	14678	14698	14722	14743	14763	14782	14801	
11052	12567	13171	13522	13789	13953	14103	14206	14296	14368	14412	14464	14505	14538	14569	14592	14629	14651	14674	14692	14716	14730	14742	14765	14786	14801	
10941	12465	13117	13485	13726	13918	14062	14161	14241	14309	14339	14399	14438	14484	14513	14553	14592	14618	14638	14669	14691	14717	14740	14758	14787	14801	
11034	12540	13132	13491	13731	13907	14021	14127	14224	14296	14365	14437	14477	14522	14563	14597	14615	14642	14658	14683	14703	14726	14739	14755	14777	14801	
10806	12370	13038	13487	13749	13937	14039	14137	14231	14320	14391	14452	14495	14547	14568	14599	14633	14664	14681	14705	14723	14749	14772	14782	14794	14801	
10920	12567	13155	13536	13770	13898	14034	14144	14220	14269	14338	14384	14438	14490	14529	14558	14594	14622	14655	14681	14714	14741	14757	14771	14785	14801	
10948	12493	13128	13492	13731	13920	14051	14139	14231	14292	14357	14420	14458	14500	14523	14567	14590	14614	14642	14664	14693	14714	14728	14757	14777	14801	
10930	12326	12999	13391	13680	13862	14012	14159	14237	14304	14365	14418	14471	14509	14537	14574	14602	14640	14672	14692	14711	14724	14744	14770	14781	14801	
10899	12397	13052	13482	13739	13920	14032	14129	14229	14313	14362	14417	14464	14502	14538	14584	14616	14642	14669	14688	14709	14735	14761	14772	14791	14801	
10713	12319	13125	13499	13768	13921	14057	14164	14250	14312	14391	14455	14485	14529	14557	14592	14610	14635	14660	14682	14704	14731	14752	14774	14789	14801	
10899	12486	13117	13462	13745	13947	14071	14172	14276	14351	14415	14459	14496	14524	14547	14580	14608	14640	14664	14680	14697	14719	14750	14767	14782	14801	
10931	12396	13127	13500	13742	13905	14017	14163	14236	14296	14367	14423	14462	14512	14546	14586	14618	14649	14672	14692	14711	14733	14749	14770	14786	14801	
10863	12399	13101	13539	13790	13966	14089	14194	14269	14342	14406	14448	14483	14522	14550	14586	14628	14657	14677	14694	14710	14728	14744	14765	14781	14801	
10713	12447	13120	13537	13798	13978	14088	14201	14274	14355	14413	14455	14499	14534	14564	14585	14604	14630	14656	14671	14695	14722	14742	14769	14787	14801	
10872	12441	13132	13476	13690	13866	13968	14092	14192	14271	14331	14392	14429	14471	14517	14563	14587	14619	14656	14672	14706	14727	14745	14761	14777	14801	
11034	12421	13112	13443	13683	13874	14016	14120	14199	14314	14382	14437	14482	14537	14573	14598	14631	14655	14669	14687	14716	14741	14753	14769	14786	14801	
10953	12401	13129	13507	13749	13914	14027	14139	14226	14308	14376	14440	14499	14557	14593	14622	14652	14680	14701	14715	14737	14755	14767	14783	14794	14801	
10930	12449	13127	13484	13700	13928	14083	14186	14277	14349	14392	14451	14491	14512	14561	14601	14622	14650	14673	14690	14713	14732	14755	14775	14791	14801	
10852	12411	13066	13459	13723	13918	14045	14154	14249	14294	14363	14402	14438	14487	14527	14557	14588	14606	14640	14663	14687	14727	14745	14763	14782	14801	
10853	12444	13068	13470	13745	13961	14089	14177	14247	14308	14368	14413	14455	14520	14562	14594	14621	14642	14662	14683	14711	14733	14747	14765	14782	14801	
10877	12379	12973	13368	13660	13891	14016	14179	14249	14328	14389	14448	14488	14512	14552	14573	14610	14641	14667	14685	14706	14727	14751	14766	14782	14801	
10877	12391	13094	13505	13765	13942	14059	14174	14256	14324	14394	14446	14511	14544	14582	14615	14646	14668	14687	14704	14733	14753	14763	14783	14794	14801	
10806	12458	13112	13520	13761	13920	14059	14168	14242	14318	14371	14410	14456	14496	14548	14589	14616	14632	14656	14683	14714	14733	14762	14774	14789	14801	
10948	12406	13021	13458	13702	13890	14047	14191	14277	14361	14411	14449	14512	14545	14570	14601	14632	14661	14682	14701	14719	14740	14757	14768	14784	14801	
10806	12342	13042	13486	13743	13915	14069	14152	14234	14303	14352	14419	14466	14496	14529	14573	14613	14644	14672	14691	14711	14730	14743	14764	14781	14801	
10930	12495	13205	13514	13783	13965	14090	14183	14291	14366	14415	14454	14493	14532	14562	14593	14622	14636	14663	14692	14712	14733	14746	14772	14791	14801	
10863	12441	13093	13505	13728	13909	14045	14185	14271	14346	14402	14450	14490	14532	14555	14582	14618	14640	14659	14679	14700	14716	14737	14764	14782	14801	
10984	12437	13134	13521	13746	13951	14117	14212	14298	14363	14422	14463	14497	14533	14560	14595	14617	14646	14677	14698	14714	14732	14752	14770	14791	14801	
11033	12355	13083	13493	13753	13919	14035	14116	14193	14276	14342	14403	14449	14498	14535	14579	14602	14635	14671	14693	14710	14727	14744	14760	14777	14801	
10920	12391	13131	13465	13724	13898	14046	14133	14240	14316	14379	14425	14457	14506	14547	14588	14624	14645	14664	14685	14708	14738	14755	14769	14782	14801	
10852	12408	13084	13478	13753	13904	14042	14140	14235	14339	14395	14444	14477	14524	14562	14583	14613	14632	14658	14681	14710	14727	14746	14766	14782	14801	
10847	12433	13128	13592	13822	13933	14045	14144	14243	14299	14350	14391	14447	14485	14537	14564	14603	14637	14664	14687	14713	14727	14744	14766	14782	14801	
10691	12430	13197	13551	13753	13946	14093	14173	14263	14337	14395	14445	14489	14521	14552	14582	14611	14627	14659	14683	14701	14722	14742	14763	14782	14801	
10912	12507	13178	13515	13769	13928	14071	14212	14281	14343	14405	14442	14478	14511	14553	14582	14606	14633	14658	14686	14715	14739	14760	14775	14790	14801	
10806	12438	13101	13498	13767	13911	14013	14110	14205	14283	14341	14396	14434	14493	14535	14557	14594	14630	14661	14687	14708	14725	14745	14775	14787	14801	
10852	12406	13132	13486	13733	13907	14043	14181	14260	14317	14385	14429	14464	14491	14529	14555	14593	14626	14651	14675	14706	14734	14756	14770	14781	14801	
10691	12368	13127	13547	13806	14000	14098	14204	14264	14336	14383	14450	14488	14517	14544	14581	14600	14625	14655	14682	14703	14718	14742	14771	14786	14801	
10930	12471	13115	13475	13721	13899	14073	14188	14285	14351	14403	14454	14500	14542	14574	14599	14631	14665	14684	14702	14717	14739	14755	14775	14785	14801	
11033	12497	13250	13619	13845	13994	14111	14184	14255	14318	14361	14421	14459	14508	14553	14594	14611	14639	14669	14689	14717	14734	14747	14769	14789	14801	
11052	12513	13138	13502	13731	13893	14045	14167	14242	14306	14360	14419	14458	14518	14556	14589	14620	14636	14657	14688	14714	14739	14750	14760	14777	14801	
10930	12396	13199	13543	13771	13937	14066	14177	14258	14314	14371	14435	14487	14518	14555	14584	14620	14656	14677	14696	14721	14735	14755	14770	14790	14801	
11033	12541	13159	13521	13780	13926	14043	14152	14240	14300	14364	14429	14469	14533	14568	14607	14631	14659	14680	14705	14729	14750	14763	14779	14794	14801	
11034	12497	13173	13551	13771	13950	14055	14179	14264	14326	14379	14431	14474	14532	14562	14597	14625	14637	14667	14689	14710	14728	14753	14774	14792	14801	
10877	12395	13057	13419	13712	13884	14035	14131	14194	14253	14321	14375	14462	14499	14541	14579	14610	14636	14663	14686	14712	14734	14755	14777	14786	14801	
10691	12491	13202	13564	13786	13969	14106	14191	14278	14351	14398	14449	14485	14524	14556	14596	14623	14642	14663	14691	14717	14732	14758	14776	14786	14801	
11033	12461	13041	13394	13678	13795	13930	14123	14217	14309	14364	14406	14463	14502	14541	14573	14596	14620	14653	14676	14700	14727	14750	14767	14777	14801	
10941	12447	13095	13527	13745	13901	14029	14185	14271	14339	14401	14458	14504	14539	14564	14584	14619	14644	14671	14686	14717	14739	14760	14767	14786	14801	
10806	12507	13173	13566	13790	13947	14116	14206	14271	14344	14381	14422	14457	14504	14548	14582	14617	14635	14660	14680	14703	14723	14742	14765	14782	14801	
11033	12391	13021	13399	13651	13833	13998	14122	14247	14332	14391	14442	14479	14513	14550	14586	14612	14647	14677	14696	14708	14734	14751	14777	14786	14801	
10852	12397	13044	13413	13677	13911	14074	14186	14255	14307	14356	14419	14459	14507	14535	14575	14613	14648	14673	14699	14717	14743	14763	14780	14790	14801	
10941	12518	13187	13544	13780	13964	14082	14176	14263	14330	14399	14438	14476	14511	14548	14590	14621	14638	14666	14693	14720	14744	14760	14771	14788	14801	
10984	12452	13094	13478	13773	13983	14102	14182	14255	14320	14391	14454	14491	14535	14569	14596	14622	14636	14659	14686	14708	14731	14746	14765	14781	14801	
10863	12409	13112	13485	13758	13976	14094	14189	14273	14330	14371	14424	14465	14515	14551	14575	14609	14631	14655	14680	14706	14719	14728	14755	14782	14801	
10953	12570	13172	13522	13737	13907	14025	14133	14220	14282	14355	14398	14454	14498	14524	14554	14601	14626	14656	14675	14704	14716	14742	14766	14784	14801	
10872	12541	13112	13489	13747	13908	13997	14126	14218	14290	14363	14415	14468	14508	14542	14572	14602	14634	14667	14689	14710	14730	14741	14767	14788	14801	
10931	12377	13008	13394	13665	13838	14047	14160	14249	14300	14368	14428	14481	14517	14559	14597	14628	14659	14685	14709	14729	14747	14759	14782	14794	14801	
11052	12486	13108	13498	13757	13935	14054	14152	14208	14290	14339	14411	14460	14493	14542	14572	14603	14638	14660	14682	14710	14737	14756	14777	14787	14801	
10953	12487	13166	13500	13726	13928	14036	14145	14225	14280	14339	14397	14447	14511	14552	14587	14616	14639	14664	14692	14706	14733	14757	14775	14782	14801	
10953	12355	13069	13529	13763	13921	14084	14185	14275	14345	14396	14446	14493	14523	14560	14587	14625	14642	14670	14697	14722	14743	14763	14771	14784	14801	
10713	12314	13039	13446	13729	13940	14078	14167	14250	14318	14379	14450	14488	14522	14552	14581	14612	14636	14653	14679	14706	14724	14746	14766	14783	14801	
10931	12489	13180	13568	13811	13957	14106	14183	14248	14335	14395	14436	14479	14526	14553	14589	14624	14648	14670	14695	14720	14737	14760	14769	14791	14801	
10941	12433	13089	13484	13722	13909	14041	14134	14222	14290	14345	14390	14431	14495	14524	14565	14607	14633	14653	14686	14708	14727	14750	14767	14788	14801	
10713	12517	13181	13481	13770	13923	14063	14193	14247	14322	14385	14417	14466	14509	14550	14582	14619	14653	14677	14697	14721	14739	14755	14769	14786	14801	
10996	12453	13084	13470	13756	13913	14051	14153	14272	14321	14379	14424	14476	14511	14542	14584	14616	14647	14662	14684	14712	14725	14751	14768	14788	14801	
10948	12422	13144	13509	13742	13899	14056	14153	14254	14315	14397	14443	14488	14526	14553	14593	14618	14632	14659	14677	14704	14729	14745	14762	14777	14801	
10912	12341	13085	13464	13715	13908	14077	14170	14246	14322	14371	14425	14459	14506	14534	14571	14603	14637	14670	14695	14708	14726	14757	14770	14782	14801	
10920	12405	13087	13466	13717	13915	14063	14164	14242	14317	14372	14423	14490	14516	14556	14578	14606	14630	14658	14682	14700	14710	14728	14758	14777	14801	
10713	12476	13169	13519	13779	13945	14057	14150	14259	14336	14389	14436	14482	14514	14549	14595	14615	14643	14676	14701	14723	14733	14748	14771	14791	14801	
10930	12364	13033	13408	13669	13861	14023	14095	14206	14279	14335	14419	14468	14498	14529	14578	14618	14644	14658	14678	14702	14730	14747	14763	14782	14801	
10920	12342	13059	13434	13694	13899	14007	14130	14226	14316	14384	14430	14475	14509	14552	14581	14607	14631	14660	14693	14714	14732	14756	14769	14782	14801	
10863	12331	13054	13481	13720	13927	14076	14187	14278	14336	14385	14434	14474	14515	14545	14563	14601	14637	14661	14686	14708	14720	14744	14769	14788	14801	
10877	12476	13136	13508	13749	13942	14051	14168	14250	14314	14369	14425	14482	14508	14543	14578	14594	14620	14645	14666	14690	14711	14731	14757	14777	14801	
10941	12456	13118	13514	13776	13917	14056	14163	14245	14316	14372	14409	14494	14531	14563	14600	14623	14648	14673	14699	14716	14734	14755	14765	14782	14801	
10984	12515	13128	13498	13736	13921	14040	14145	14220	14313	14359	14416	14475	14506	14543	14572	14588	14618	14648	14673	14698	14720	14739	14765	14786	14801	
10917	12500	13195	13564	13813	13984	14111	14199	14266	14338	14386	14442	14475	14516	14556	14590	14619	14642	14663	14686	14708	14733	14750	14767	14791	14801	
10941	12465	13117	13434	13691	13913	14063	14190	14281	14351	14409	14464	14513	14548	14586	14621	14642	14663	14685	14706	14716	14740	14763	14774	14786	14801	
11052	12396	13165	13531	13744	13925	14074	14193	14288	14349	14414	14464	14512	14538	14568	14602	14627	14651	14665	14689	14708	14725	14747	14768	14781	14801	
10853	12510	12992	13496	13744	13900	14035	14160	14240	14327	14387	14443	14499	14539	14573	14607	14632	14652	14679	14700	14724	14738	14759	14768	14785	14801	
10930	12364	13120	13475	13680	13883	14026	14133	14227	14307	14374	14425	14462	14498	14540	14579	14597	14629	14664	14687	14705	14732	14740	14771	14787	14801	
10863	12331	13115	13490	13725	13921	14059	14161	14248	14309	14372	14421	14457	14491	14535	14577	14603	14629	14661	14679	14712	14727	14749	14765	14784	14801	
10863	12486	13088	13479	13745	13900	14024	14121	14214	14315	14369	14420	14464	14511	14560	14591	14629	14651	14672	14698	14713	14736	14754	14774	14781	14801	
10912	12524	13242	13589	13791	13987	14112	14233	14311	14376	14435	14476	14521	14558	14581	14605	14638	14664	14684	14702	14726	14741	14754	14772	14785	14801	
10917	12449	13119	13491	13767	13931	14058	14175	14255	14316	14371	14435	14477	14523	14547	14577	14613	14640	14666	14687	14704	14717	14741	14760	14781	14801	
10852	12361	13134	13551	13772	13948	14073	14161	14265	14327	14379	14431	14467	14504	14557	14589	14619	14641	14677	14699	14710	14735	14751	14771	14786	14801	
10853	12383	13052	13438	13708	13920	14079	14175	14261	14331	14394	14445	14487	14518	14551	14570	14611	14645	14675	14687	14711	14728	14753	14770	14782	14801	
10863	12391	13088	13479	13734	13905	14066	14171	14252	14319	14372	14426	14491	14532	14565	14594	14627	14650	14669	14702	14724	14748	14761	14772	14784	14801	
10984	12405	13054	13498	13742	13929	14068	14173	14255	14320	14394	14451	14494	14530	14567	14610	14629	14650	14670	14683	14705	14721	14737	14761	14777	14801	
10996	12428	13083	13377	13622	13881	14071	14170	14249	14310	14369	14407	14458	14512	14543	14579	14601	14628	14657	14683	14705	14724	14747	14762	14782	14801	
10930	12412	13095	13493	13727	13876	14012	14140	14235	14311	14362	14418	14480	14523	14568	14610	14635	14655	14678	14701	14719	14726	14751	14763	14783	14801	
10931	12337	13048	13451	13694	13862	14002	14108	14216	14281	14328	14376	14428	14470	14512	14557	14592	14628	14646	14670	14708	14733	14750	14776	14786	14801	
10878	12475	13111	13482	13740	13939	14062	14173	14261	14322	14380	14434	14476	14507	14535	14572	14605	14637	14661	14693	14723	14745	14760	14777	14794	14801	
10877	12426	13073	13517	13747	13909	14050	14182	14260	14339	14386	14431	14482	14514	14542	14570	14598	14633	14663	14687	14706	14723	14735	14755	14777	14801	
10930	12380	13024	13397	13742	13942	14079	14164	14247	14296	14365	14420	14461	14502	14540	14570	14603	14631	14648	14683	14705	14725	14747	14768	14782	14801	
10929	12421	13080	13510	13749	13891	14060	14178	14252	14318	14375	14420	14460	14504	14542	14570	14612	14642	14662	14692	14715	14741	14758	14767	14782	14801	
11034	12456	13142	13428	13693	13844	13975	14098	14175	14279	14347	14397	14454	14510	14547	14580	14612	14659	14673	14697	14715	14736	14754	14770	14786	14801	
11033	12507	13150	13509	13756	13943	14076	14166	14252	14308	14365	14414	14467	14511	14542	14562	14588	14623	14645	14672	14706	14729	14745	14761	14781	14801	
11033	12527	13141	13523	13790	13928	14080	14170	14246	14315	14381	14433	14466	14501	14542	14572	14606	14630	14670	14695	14714	14726	14739	14756	14781	14801	
10863	12468	13119	13526	13772	13936	14079	14166	14242	14313	14367	14437	14500	14545	14566	14594	14618	14652	14679	14698	14712	14732	14749	14766	14786	14801	
10853	12404	13070	13479	13748	13943	14057	14151	14226	14295	14358	14416	14458	14489	14546	14589	14621	14646	14675	14692	14716	14737	14766	14783	14790	14801	
