FullName	Population
Z010E0174:628DJAAXX:2:250023603	B73 x Hp301
Z010E0175:628DJAAXX:2:250023615	B73 x Hp301
Z010E0176:628DJAAXX:1:250023517	B73 x Hp301
Z010E0178:628DJAAXX:1:250023529	B73 x Hp301
Z010E0179:628DJAAXX:1:250023541	B73 x Hp301
Z010E0180:628DJAAXX:1:250023553	B73 x Hp301
Z010E0181:628DJAAXX:2:250023580	B73 x Hp301
Z010E0182:62P7LAAXX:6:250028276	B73 x Hp301
Z010E0184:62P7LAAXX:6:250028286	B73 x Hp301
Z010E0185:628DJAAXX:2:250023616	B73 x Hp301
Z010E0186:628DJAAXX:1:250023530	B73 x Hp301
Z010E0187:628DJAAXX:1:250023542	B73 x Hp301
Z010E0188:628DJAAXX:1:250023554	B73 x Hp301
Z010E0189:628DJAAXX:2:250023581	B73 x Hp301
Z010E0190:628DJAAXX:2:250023593	B73 x Hp301
Z010E0191:628DJAAXX:2:250023605	B73 x Hp301
Z010E0192:628DJAAXX:2:250023617	B73 x Hp301
Z010E0193:62P7LAAXX:5:250028134	B73 x Hp301
Z010E0194:62P7LAAXX:5:250028171	B73 x Hp301
Z010E0195:62P7LAAXX:5:250028154	B73 x Hp301
Z010E0195:D260TACXX:5:250178994	B73 x Hp301
Z010E0196:62P7LAAXX:5:250028174	B73 x Hp301
Z010E0197:62P7LAAXX:5:250028186	B73 x Hp301
Z010E0198:62P7LAAXX:5:250028198	B73 x Hp301
Z010E0200:62P7LAAXX:5:250028210	B73 x Hp301
Z010E0214:62P7LAAXX:5:250028127	B73 x Hp301
Z010E0266:633Y5AAXX:6:250028779	B73 x Hp301
Z010E0267:633Y5AAXX:6:250028791	B73 x Hp301
Z010E0280:633Y5AAXX:6:250028811	B73 x Hp301
Z010E0283:633Y5AAXX:6:250028823	B73 x Hp301
Z011E0001:61VE9AAXX:3:250028900	B73 x Il14H
Z011E0002:61VE9AAXX:3:250028912	B73 x Il14H
Z011E0003:61VE9AAXX:3:250028924	B73 x Il14H
Z011E0004:61VE9AAXX:4:250024075	B73 x Il14H
Z011E0005:61VE9AAXX:4:250024087	B73 x Il14H
Z011E0006:61VE9AAXX:4:250024099	B73 x Il14H
Z011E0007:61VE9AAXX:4:250024111	B73 x Il14H
Z011E0008:61VE9AAXX:1:250023129	B73 x Il14H
Z011E0008:61VE9AAXX:1:250023130	B73 x Il14H
Z011E0008:61VE9AAXX:3:250028889	B73 x Il14H
Z011E0008:D260TACXX:5:250178995	B73 x Il14H
Z011E0009:61VE9AAXX:3:250028901	B73 x Il14H
Z011E0009:D260TACXX:5:250178996	B73 x Il14H
Z011E0010:61VE9AAXX:3:250028913	B73 x Il14H
Z011E0011:61VE9AAXX:3:250028925	B73 x Il14H
Z011E0012:61VE9AAXX:4:250024076	B73 x Il14H
Z011E0013:61VE9AAXX:4:250024088	B73 x Il14H
Z011E0014:61VE9AAXX:4:250024100	B73 x Il14H
Z011E0015:61VE9AAXX:4:250024112	B73 x Il14H
Z011E0016:61VE9AAXX:1:250023142	B73 x Il14H
Z011E0016:61VE9AAXX:3:250028890	B73 x Il14H
Z011E0017:61VE9AAXX:3:250028902	B73 x Il14H
Z011E0018:61VE9AAXX:3:250028914	B73 x Il14H
Z011E0019:61VE9AAXX:3:250028926	B73 x Il14H
Z011E0020:61VE9AAXX:4:250024077	B73 x Il14H
Z011E0021:61VE9AAXX:4:250024089	B73 x Il14H
Z011E0022:61VE9AAXX:4:250024101	B73 x Il14H
Z011E0023:61VE9AAXX:4:250024113	B73 x Il14H
Z011E0024:61VE9AAXX:1:250023154	B73 x Il14H
Z011E0024:61VE9AAXX:3:250028891	B73 x Il14H
Z011E0025:61VE9AAXX:3:250028903	B73 x Il14H
Z011E0026:61VE9AAXX:3:250028915	B73 x Il14H
Z011E0027:61VE9AAXX:3:250028927	B73 x Il14H
Z011E0028:61VE9AAXX:4:250024078	B73 x Il14H
Z011E0029:61VE9AAXX:4:250024090	B73 x Il14H
Z011E0030:62P7LAAXX:6:250028308	B73 x Il14H
Z011E0031:61VE9AAXX:4:250024114	B73 x Il14H
Z011E0032:61VE9AAXX:3:250028892	B73 x Il14H
Z011E0033:61VE9AAXX:1:250023166	B73 x Il14H
Z011E0033:61VE9AAXX:3:250028904	B73 x Il14H
Z011E0034:61VE9AAXX:3:250028916	B73 x Il14H
Z011E0035:61VE9AAXX:3:250028928	B73 x Il14H
Z011E0036:61VE9AAXX:4:250024079	B73 x Il14H
Z011E0037:61VE9AAXX:4:250024091	B73 x Il14H
Z011E0038:61VE9AAXX:4:250024103	B73 x Il14H
Z011E0039:61VE9AAXX:4:250024115	B73 x Il14H
Z011E0040:61VE9AAXX:3:250028893	B73 x Il14H
Z011E0041:61VE9AAXX:3:250028905	B73 x Il14H
Z011E0042:61VE9AAXX:3:250028917	B73 x Il14H
Z011E0043:61VE9AAXX:3:250028929	B73 x Il14H
Z011E0044:61VE9AAXX:4:250024080	B73 x Il14H
Z011E0045:61VE9AAXX:4:250024092	B73 x Il14H
Z011E0046:61VE9AAXX:4:250024104	B73 x Il14H
Z011E0047:61VE9AAXX:4:250024116	B73 x Il14H
Z011E0048:61VE9AAXX:3:250028894	B73 x Il14H
Z011E0049:61VE9AAXX:3:250028906	B73 x Il14H
Z011E0050:61VE9AAXX:3:250028918	B73 x Il14H
Z011E0051:61VE9AAXX:3:250028930	B73 x Il14H
Z011E0052:61VE9AAXX:4:250024081	B73 x Il14H
Z011E0053:61VE9AAXX:4:250024093	B73 x Il14H
Z011E0054:61VE9AAXX:4:250024105	B73 x Il14H
Z011E0055:61VE9AAXX:4:250024117	B73 x Il14H
Z011E0056:61VE9AAXX:2:250023193	B73 x Il14H
Z011E0056:61VE9AAXX:3:250028895	B73 x Il14H
Z011E0057:61VE9AAXX:3:250028907	B73 x Il14H
Z011E0058:61VE9AAXX:3:250028919	B73 x Il14H
Z011E0059:61VE9AAXX:3:250028931	B73 x Il14H
Z011E0061:61VE9AAXX:4:250024082	B73 x Il14H
Z011E0061:D260TACXX:5:250179028	B73 x Il14H
Z011E0062:61VE9AAXX:4:250024094	B73 x Il14H
Z011E0063:61VE9AAXX:4:250024106	B73 x Il14H
Z011E0064:61VE9AAXX:4:250024118	B73 x Il14H
Z011E0065:61VE9AAXX:2:250023205	B73 x Il14H
Z011E0065:61VE9AAXX:3:250028896	B73 x Il14H
Z011E0067:61VE9AAXX:3:250028908	B73 x Il14H
Z011E0068:61VE9AAXX:3:250028920	B73 x Il14H
Z011E0069:61VE9AAXX:3:250028932	B73 x Il14H
Z011E0070:61VE9AAXX:4:250024083	B73 x Il14H
Z011E0071:61VE9AAXX:4:250024095	B73 x Il14H
Z011E0072:61VE9AAXX:4:250024107	B73 x Il14H
Z011E0073:61VE9AAXX:4:250024119	B73 x Il14H
Z011E0074:61VE9AAXX:2:250023217	B73 x Il14H
Z011E0074:61VE9AAXX:3:250028897	B73 x Il14H
Z011E0075:61VE9AAXX:3:250028909	B73 x Il14H
Z011E0076:633Y5AAXX:6:250028835	B73 x Il14H
Z011E0077:61VE9AAXX:3:250028933	B73 x Il14H
Z011E0078:61VE9AAXX:4:250024084	B73 x Il14H
Z011E0078:D260TACXX:5:250179029	B73 x Il14H
Z011E0079:61VE9AAXX:4:250024096	B73 x Il14H
Z011E0079:D260TACXX:5:250179030	B73 x Il14H
Z011E0080:61VE9AAXX:4:250024108	B73 x Il14H
Z011E0081:61VE9AAXX:4:250024120	B73 x Il14H
Z011E0082:61VE9AAXX:2:250023229	B73 x Il14H
Z011E0082:61VE9AAXX:3:250028898	B73 x Il14H
Z011E0083:61VE9AAXX:3:250028910	B73 x Il14H
Z011E0084:61VE9AAXX:3:250028922	B73 x Il14H
Z011E0085:61VE9AAXX:3:250028934	B73 x Il14H
Z011E0086:61VE9AAXX:4:250024085	B73 x Il14H
Z011E0087:61VE9AAXX:4:250024097	B73 x Il14H
Z011E0088:61VE9AAXX:4:250024109	B73 x Il14H
Z011E0089:61VE9AAXX:4:250024121	B73 x Il14H
Z011E0090:61VE9AAXX:3:250028911	B73 x Il14H
Z011E0091:627C3AAXX:4:250028677	B73 x Il14H
Z011E0092:61VE9AAXX:3:250028935	B73 x Il14H
Z011E0093:61VE9AAXX:4:250024086	B73 x Il14H
Z011E0094:61VE9AAXX:4:250024098	B73 x Il14H
Z011E0095:61VE9AAXX:4:250024110	B73 x Il14H
Z011E0096:61VE9AAXX:4:250024122	B73 x Il14H
Z011E0097:628NHAAXX:7:250024150	B73 x Il14H
Z011E0097:D260TACXX:5:250179031	B73 x Il14H
Z011E0098:628NHAAXX:7:250024162	B73 x Il14H
Z011E0099:628NHAAXX:7:250024174	B73 x Il14H
Z011E0100:628P9AAXX:1:250024201	B73 x Il14H
Z011E0101:628P9AAXX:1:250024213	B73 x Il14H
Z011E0102:628P9AAXX:1:250024225	B73 x Il14H
Z011E0103:628P9AAXX:1:250024237	B73 x Il14H
Z011E0104:628NHAAXX:7:250024139	B73 x Il14H
Z011E0105:627C3AAXX:4:250028655	B73 x Il14H
Z011E0105:D260TACXX:5:250179032	B73 x Il14H
Z011E0106:628NHAAXX:7:250024163	B73 x Il14H
Z011E0107:627C3AAXX:4:250028681	B73 x Il14H
Z011E0108:628P9AAXX:1:250024202	B73 x Il14H
Z011E0109:628P9AAXX:1:250024214	B73 x Il14H
Z011E0110:628P9AAXX:1:250024226	B73 x Il14H
Z011E0111:628P9AAXX:1:250024238	B73 x Il14H
Z011E0112:628NHAAXX:7:250024140	B73 x Il14H
Z011E0113:627C3AAXX:4:250028687	B73 x Il14H
Z011E0115:628NHAAXX:7:250024164	B73 x Il14H
Z011E0116:628NHAAXX:7:250024176	B73 x Il14H
Z011E0117:628P9AAXX:1:250024203	B73 x Il14H
Z011E0117:D260TACXX:5:250179033	B73 x Il14H
Z011E0118:628P9AAXX:1:250024215	B73 x Il14H
Z011E0118:D260TACXX:5:250179034	B73 x Il14H
Z011E0119:62P7LAAXX:6:250028320	B73 x Il14H
Z011E0120:628P9AAXX:1:250024239	B73 x Il14H
Z011E0121:628NHAAXX:7:250024141	B73 x Il14H
Z011E0122:628NHAAXX:7:250024153	B73 x Il14H
Z011E0123:628NHAAXX:7:250024165	B73 x Il14H
Z011E0124:628NHAAXX:7:250024177	B73 x Il14H
Z011E0125:628P9AAXX:1:250024204	B73 x Il14H
Z011E0126:627C3AAXX:4:250028699	B73 x Il14H
Z011E0127:628P9AAXX:1:250024228	B73 x Il14H
Z011E0128:628P9AAXX:1:250024240	B73 x Il14H
Z011E0129:62P7LAAXX:6:250028332	B73 x Il14H
Z011E0130:62P7LAAXX:6:250028344	B73 x Il14H
Z011E0131:62P7LAAXX:6:250028294	B73 x Il14H
Z011E0132:62P7LAAXX:6:250028266	B73 x Il14H
Z011E0133:62P7LAAXX:6:250028277	B73 x Il14H
Z011E0134:62P7LAAXX:6:250028287	B73 x Il14H
Z011E0135:628P9AAXX:1:250024229	B73 x Il14H
Z011E0136:62P7LAAXX:6:250028309	B73 x Il14H
Z011E0137:628NHAAXX:7:250024143	B73 x Il14H
Z011E0138:628NHAAXX:7:250024155	B73 x Il14H
Z011E0139:62P7LAAXX:6:250028321	B73 x Il14H
Z011E0140:628NHAAXX:7:250024179	B73 x Il14H
Z011E0141:628P9AAXX:1:250024206	B73 x Il14H
Z011E0142:628P9AAXX:1:250024218	B73 x Il14H
Z011E0143:628P9AAXX:1:250024230	B73 x Il14H
Z011E0144:628P9AAXX:1:250024242	B73 x Il14H
Z011E0145:628NHAAXX:7:250024144	B73 x Il14H
Z011E0146:628NHAAXX:7:250024156	B73 x Il14H
Z011E0147:628NHAAXX:7:250024168	B73 x Il14H
Z011E0148:628NHAAXX:7:250024180	B73 x Il14H
Z011E0149:628P9AAXX:1:250024207	B73 x Il14H
Z011E0150:628P9AAXX:1:250024219	B73 x Il14H
Z011E0151:628P9AAXX:1:250024231	B73 x Il14H
Z011E0152:628P9AAXX:1:250024243	B73 x Il14H
Z011E0153:628NHAAXX:7:250024145	B73 x Il14H
Z011E0154:628NHAAXX:7:250024157	B73 x Il14H
Z011E0154:D260TACXX:5:250179036	B73 x Il14H
Z011E0155:628NHAAXX:7:250024169	B73 x Il14H
Z011E0156:628NHAAXX:7:250024181	B73 x Il14H
Z011E0157:628P9AAXX:1:250024208	B73 x Il14H
Z011E0158:628P9AAXX:1:250024220	B73 x Il14H
Z011E0159:628P9AAXX:1:250024232	B73 x Il14H
Z011E0160:628P9AAXX:1:250024244	B73 x Il14H
Z011E0162:628NHAAXX:7:250024146	B73 x Il14H
Z011E0163:628NHAAXX:7:250024158	B73 x Il14H
Z011E0164:628NHAAXX:7:250024170	B73 x Il14H
Z011E0165:62P7LAAXX:6:250028333	B73 x Il14H
Z011E0166:628P9AAXX:1:250024209	B73 x Il14H
Z011E0167:628P9AAXX:1:250024221	B73 x Il14H
Z011E0168:628P9AAXX:1:250024233	B73 x Il14H
Z011E0169:628P9AAXX:1:250024245	B73 x Il14H
Z011E0170:628NHAAXX:7:250024147	B73 x Il14H
Z011E0171:628NHAAXX:7:250024159	B73 x Il14H
Z011E0172:628NHAAXX:7:250024171	B73 x Il14H
Z011E0173:628NHAAXX:7:250024183	B73 x Il14H
Z011E0174:628P9AAXX:1:250024210	B73 x Il14H
Z011E0175:62P7LAAXX:6:250028345	B73 x Il14H
Z011E0176:62P7LAAXX:6:250028258	B73 x Il14H
Z011E0177:628P9AAXX:1:250024246	B73 x Il14H
Z011E0178:628NHAAXX:7:250024148	B73 x Il14H
Z011E0179:628NHAAXX:7:250024160	B73 x Il14H
Z011E0180:628NHAAXX:7:250024172	B73 x Il14H
Z011E0181:628NHAAXX:7:250024184	B73 x Il14H
Z011E0182:628P9AAXX:1:250024211	B73 x Il14H
Z011E0183:628P9AAXX:1:250024223	B73 x Il14H
Z011E0184:628P9AAXX:1:250024235	B73 x Il14H
Z011E0185:628P9AAXX:1:250024247	B73 x Il14H
Z011E0186:628NHAAXX:7:250024161	B73 x Il14H
Z011E0187:628NHAAXX:7:250024173	B73 x Il14H
Z011E0188:628NHAAXX:7:250024185	B73 x Il14H
Z011E0189:628P9AAXX:1:250024212	B73 x Il14H
Z011E0190:62P7LAAXX:6:250028267	B73 x Il14H
Z011E0191:628P9AAXX:1:250024236	B73 x Il14H
Z011E0192:628P9AAXX:1:250024248	B73 x Il14H
Z011E0193:62P7LAAXX:5:250028135	B73 x Il14H
Z011E0194:62P7LAAXX:5:250028143	B73 x Il14H
Z011E0195:62P7LAAXX:5:250028155	B73 x Il14H
Z011E0196:62P7LAAXX:5:250028175	B73 x Il14H
Z011E0197:62P7LAAXX:5:250028187	B73 x Il14H
Z011E0197:D260TACXX:5:250179037	B73 x Il14H
Z011E0198:62P7LAAXX:6:250028278	B73 x Il14H
Z011E0199:62P7LAAXX:6:250028288	B73 x Il14H
Z011E0200:62P7LAAXX:5:250028128	B73 x Il14H
Z011E0217:62P7LAAXX:5:250028136	B73 x Il14H
Z011E0226:62P7LAAXX:5:250028144	B73 x Il14H
Z011E0230:62P7LAAXX:5:250028156	B73 x Il14H
Z011E0282:633Y5AAXX:6:250028847	B73 x Il14H
Z012E0001:628DJAAXX:3:250024276	B73 x Ki11
Z012E0002:628DJAAXX:3:250024288	B73 x Ki11
Z012E0003:628DJAAXX:3:250024300	B73 x Ki11
Z012E0004:627C3AAXX:4:250028711	B73 x Ki11
Z012E0005:628DJAAXX:4:250024339	B73 x Ki11
Z012E0006:628DJAAXX:4:250024351	B73 x Ki11
Z012E0007:628DJAAXX:4:250024363	B73 x Ki11
Z012E0007:D260TACXX:5:250179039	B73 x Ki11
Z012E0008:628DJAAXX:3:250024265	B73 x Ki11
Z012E0009:628DJAAXX:3:250024277	B73 x Ki11
Z012E0010:628DJAAXX:3:250024289	B73 x Ki11
Z012E0011:628DJAAXX:3:250024301	B73 x Ki11
Z012E0012:628DJAAXX:4:250024328	B73 x Ki11
Z012E0013:628DJAAXX:4:250024340	B73 x Ki11
Z012E0014:628DJAAXX:4:250024352	B73 x Ki11
Z012E0015:628DJAAXX:4:250024364	B73 x Ki11
Z012E0015:D260TACXX:5:250179040	B73 x Ki11
Z012E0016:628DJAAXX:3:250024266	B73 x Ki11
Z012E0017:628DJAAXX:3:250024278	B73 x Ki11
Z012E0018:628DJAAXX:3:250024290	B73 x Ki11
Z012E0019:628DJAAXX:3:250024302	B73 x Ki11
Z012E0020:628DJAAXX:4:250024329	B73 x Ki11
Z012E0021:628DJAAXX:4:250024341	B73 x Ki11
Z012E0022:628DJAAXX:4:250024353	B73 x Ki11
Z012E0023:628DJAAXX:4:250024365	B73 x Ki11
Z012E0024:628DJAAXX:3:250024267	B73 x Ki11
Z012E0025:628DJAAXX:3:250024279	B73 x Ki11
Z012E0026:628DJAAXX:3:250024291	B73 x Ki11
Z012E0027:628DJAAXX:3:250024303	B73 x Ki11
Z012E0028:628DJAAXX:4:250024330	B73 x Ki11
Z012E0029:627C3AAXX:4:250028723	B73 x Ki11
Z012E0030:628DJAAXX:4:250024354	B73 x Ki11
Z012E0031:628DJAAXX:4:250024366	B73 x Ki11
Z012E0032:628DJAAXX:3:250024268	B73 x Ki11
Z012E0032:D260TACXX:5:250179041	B73 x Ki11
Z012E0033:628DJAAXX:3:250024280	B73 x Ki11
Z012E0034:628DJAAXX:3:250024292	B73 x Ki11
Z012E0034:D260TACXX:5:250179042	B73 x Ki11
Z012E0035:628DJAAXX:3:250024304	B73 x Ki11
Z012E0036:628DJAAXX:4:250024331	B73 x Ki11
Z012E0037:628DJAAXX:4:250024343	B73 x Ki11
Z012E0038:628DJAAXX:4:250024355	B73 x Ki11
Z012E0039:628DJAAXX:4:250024367	B73 x Ki11
Z012E0039:D260TACXX:5:250179043	B73 x Ki11
Z012E0040:628DJAAXX:3:250024269	B73 x Ki11
Z012E0041:628DJAAXX:3:250024281	B73 x Ki11
Z012E0042:628DJAAXX:3:250024293	B73 x Ki11
Z012E0042:62P7LAAXX:6:250028322	B73 x Ki11
Z012E0043:628DJAAXX:3:250024305	B73 x Ki11
Z012E0044:628DJAAXX:4:250024332	B73 x Ki11
Z012E0045:628DJAAXX:4:250024344	B73 x Ki11
Z012E0046:628DJAAXX:4:250024356	B73 x Ki11
Z012E0047:628DJAAXX:4:250024368	B73 x Ki11
Z012E0048:628DJAAXX:3:250024270	B73 x Ki11
Z012E0049:628DJAAXX:3:250024282	B73 x Ki11
Z012E0050:628DJAAXX:3:250024294	B73 x Ki11
Z012E0051:628DJAAXX:3:250024306	B73 x Ki11
Z012E0052:628DJAAXX:4:250024333	B73 x Ki11
Z012E0052:D260TACXX:5:250179044	B73 x Ki11
Z012E0053:628DJAAXX:4:250024345	B73 x Ki11
Z012E0054:628DJAAXX:4:250024357	B73 x Ki11
Z012E0055:628DJAAXX:4:250024369	B73 x Ki11
Z012E0056:628DJAAXX:3:250024271	B73 x Ki11
Z012E0057:628DJAAXX:3:250024283	B73 x Ki11
Z012E0058:628DJAAXX:3:250024295	B73 x Ki11
Z012E0059:628DJAAXX:3:250024307	B73 x Ki11
Z012E0060:628DJAAXX:4:250024334	B73 x Ki11
Z012E0061:628DJAAXX:4:250024346	B73 x Ki11
Z012E0062:628DJAAXX:4:250024358	B73 x Ki11
Z012E0063:628DJAAXX:4:250024370	B73 x Ki11
Z012E0064:628DJAAXX:3:250024272	B73 x Ki11
Z012E0065:628DJAAXX:3:250024284	B73 x Ki11
Z012E0066:628DJAAXX:3:250024296	B73 x Ki11
Z012E0067:628DJAAXX:3:250024308	B73 x Ki11
Z012E0068:628DJAAXX:4:250024335	B73 x Ki11
Z012E0069:628DJAAXX:4:250024347	B73 x Ki11
Z012E0070:628DJAAXX:4:250024359	B73 x Ki11
Z012E0071:628DJAAXX:4:250024371	B73 x Ki11
Z012E0072:628DJAAXX:3:250024273	B73 x Ki11
Z012E0073:628DJAAXX:3:250024285	B73 x Ki11
Z012E0074:628DJAAXX:3:250024297	B73 x Ki11
Z012E0075:628DJAAXX:3:250024309	B73 x Ki11
Z012E0076:628DJAAXX:4:250024336	B73 x Ki11
Z012E0077:62P7LAAXX:6:250028334	B73 x Ki11
Z012E0078:628DJAAXX:4:250024360	B73 x Ki11
Z012E0079:628DJAAXX:4:250024372	B73 x Ki11
Z012E0080:628DJAAXX:3:250024274	B73 x Ki11
Z012E0081:628DJAAXX:3:250024286	B73 x Ki11
Z012E0082:628DJAAXX:3:250024298	B73 x Ki11
Z012E0083:628DJAAXX:3:250024310	B73 x Ki11
Z012E0084:628DJAAXX:4:250024337	B73 x Ki11
Z012E0085:628DJAAXX:4:250024349	B73 x Ki11
Z012E0086:628DJAAXX:4:250024361	B73 x Ki11
Z012E0087:628DJAAXX:4:250024373	B73 x Ki11
Z012E0088:628DJAAXX:3:250024287	B73 x Ki11
Z012E0089:628DJAAXX:3:250024299	B73 x Ki11
Z012E0089:62P7LAAXX:6:250028346	B73 x Ki11
Z012E0090:628DJAAXX:3:250024311	B73 x Ki11
Z012E0090:62P7LAAXX:6:250028259	B73 x Ki11
Z012E0091:62P7LAAXX:6:250028268	B73 x Ki11
Z012E0092:628DJAAXX:4:250024350	B73 x Ki11
Z012E0093:628DJAAXX:4:250024362	B73 x Ki11
Z012E0094:62P7LAAXX:6:250028279	B73 x Ki11
Z012E0095:628DJAAXX:5:250024402	B73 x Ki11
Z012E0096:628DJAAXX:5:250024414	B73 x Ki11
Z012E0097:628DJAAXX:5:250024426	B73 x Ki11
Z012E0098:628DJAAXX:6:250024453	B73 x Ki11
Z012E0099:628DJAAXX:6:250024465	B73 x Ki11
Z012E0100:628DJAAXX:6:250024477	B73 x Ki11
Z012E0101:628DJAAXX:6:250024489	B73 x Ki11
Z012E0102:628DJAAXX:5:250024391	B73 x Ki11
Z012E0103:628DJAAXX:5:250024403	B73 x Ki11
Z012E0104:628DJAAXX:5:250024415	B73 x Ki11
Z012E0106:628DJAAXX:5:250024427	B73 x Ki11
Z012E0107:628DJAAXX:6:250024454	B73 x Ki11
Z012E0108:628DJAAXX:6:250024466	B73 x Ki11
Z012E0109:628DJAAXX:6:250024478	B73 x Ki11
Z012E0110:628DJAAXX:6:250024490	B73 x Ki11
Z012E0111:628DJAAXX:5:250024392	B73 x Ki11
Z012E0112:628DJAAXX:5:250024404	B73 x Ki11
Z012E0113:628DJAAXX:5:250024416	B73 x Ki11
Z012E0114:628DJAAXX:5:250024428	B73 x Ki11
Z012E0115:628DJAAXX:6:250024455	B73 x Ki11
Z012E0116:628DJAAXX:6:250024467	B73 x Ki11
Z012E0117:628DJAAXX:6:250024479	B73 x Ki11
Z012E0118:628DJAAXX:6:250024491	B73 x Ki11
Z012E0118:D260TACXX:5:250179045	B73 x Ki11
Z012E0119:628DJAAXX:5:250024393	B73 x Ki11
Z012E0120:628DJAAXX:5:250024405	B73 x Ki11
Z012E0121:628DJAAXX:5:250024417	B73 x Ki11
Z012E0122:628DJAAXX:5:250024429	B73 x Ki11
Z012E0123:628DJAAXX:6:250024456	B73 x Ki11
Z012E0124:628DJAAXX:6:250024468	B73 x Ki11
Z012E0125:628DJAAXX:6:250024480	B73 x Ki11
Z012E0126:628DJAAXX:6:250024492	B73 x Ki11
Z012E0127:628DJAAXX:5:250024394	B73 x Ki11
Z012E0128:627C3AAXX:4:250028674	B73 x Ki11
Z012E0128:D260TACXX:5:250179046	B73 x Ki11
Z012E0129:628DJAAXX:5:250024418	B73 x Ki11
Z012E0130:628DJAAXX:5:250024430	B73 x Ki11
Z012E0131:628DJAAXX:6:250024457	B73 x Ki11
Z012E0131:D260TACXX:5:250179047	B73 x Ki11
Z012E0132:628DJAAXX:6:250024469	B73 x Ki11
Z012E0133:628DJAAXX:6:250024481	B73 x Ki11
Z012E0134:628DJAAXX:6:250024493	B73 x Ki11
Z012E0135:628DJAAXX:5:250024395	B73 x Ki11
Z012E0136:628DJAAXX:5:250024407	B73 x Ki11
Z012E0137:628DJAAXX:5:250024419	B73 x Ki11
Z012E0138:628DJAAXX:5:250024431	B73 x Ki11
Z012E0139:628DJAAXX:6:250024458	B73 x Ki11
Z012E0140:628DJAAXX:6:250024470	B73 x Ki11
Z012E0141:628DJAAXX:6:250024482	B73 x Ki11
Z012E0142:628DJAAXX:6:250024494	B73 x Ki11
Z012E0143:628DJAAXX:5:250024396	B73 x Ki11
Z012E0144:628DJAAXX:5:250024408	B73 x Ki11
Z012E0145:628DJAAXX:5:250024420	B73 x Ki11
Z012E0146:628DJAAXX:5:250024432	B73 x Ki11
Z012E0146:D260TACXX:5:250179048	B73 x Ki11
Z012E0147:628DJAAXX:6:250024459	B73 x Ki11
Z012E0148:628DJAAXX:6:250024471	B73 x Ki11
Z012E0149:628DJAAXX:6:250024483	B73 x Ki11
Z012E0150:628DJAAXX:6:250024495	B73 x Ki11
Z012E0151:628DJAAXX:5:250024397	B73 x Ki11
Z012E0152:628DJAAXX:5:250024409	B73 x Ki11
Z012E0153:628DJAAXX:5:250024421	B73 x Ki11
Z012E0153:D260TACXX:5:250179049	B73 x Ki11
Z012E0154:628DJAAXX:5:250024433	B73 x Ki11
Z012E0155:628DJAAXX:6:250024460	B73 x Ki11
Z012E0156:628DJAAXX:6:250024472	B73 x Ki11
Z012E0157:628DJAAXX:6:250024484	B73 x Ki11
Z012E0157:D260TACXX:5:250179050	B73 x Ki11
Z012E0158:628DJAAXX:6:250024496	B73 x Ki11
Z012E0158:D260TACXX:5:250179051	B73 x Ki11
Z012E0159:627C3AAXX:4:250028678	B73 x Ki11
Z012E0160:628DJAAXX:5:250024410	B73 x Ki11
Z012E0161:628DJAAXX:5:250024422	B73 x Ki11
Z012E0162:628DJAAXX:5:250024434	B73 x Ki11
Z012E0163:628DJAAXX:6:250024461	B73 x Ki11
Z012E0164:628DJAAXX:6:250024473	B73 x Ki11
Z012E0164:633Y5AAXX:6:250028799	B73 x Ki11
Z012E0165:628DJAAXX:6:250024485	B73 x Ki11
Z012E0166:628DJAAXX:6:250024497	B73 x Ki11
Z012E0167:628DJAAXX:5:250024399	B73 x Ki11
Z012E0168:628DJAAXX:5:250024411	B73 x Ki11
Z012E0169:628DJAAXX:5:250024423	B73 x Ki11
Z012E0170:628DJAAXX:5:250024435	B73 x Ki11
Z012E0171:628DJAAXX:6:250024462	B73 x Ki11
Z012E0172:628DJAAXX:6:250024474	B73 x Ki11
Z012E0173:628DJAAXX:6:250024486	B73 x Ki11
Z012E0174:628DJAAXX:6:250024498	B73 x Ki11
Z012E0175:628DJAAXX:5:250024400	B73 x Ki11
Z012E0176:628DJAAXX:5:250024412	B73 x Ki11
Z012E0177:628DJAAXX:5:250024424	B73 x Ki11
Z012E0178:628DJAAXX:5:250024436	B73 x Ki11
Z012E0179:628DJAAXX:6:250024463	B73 x Ki11
Z012E0180:628DJAAXX:6:250024475	B73 x Ki11
Z012E0181:628DJAAXX:6:250024487	B73 x Ki11
Z012E0182:628DJAAXX:6:250024499	B73 x Ki11
Z012E0183:628DJAAXX:5:250024413	B73 x Ki11
Z012E0184:628DJAAXX:5:250024425	B73 x Ki11
Z012E0185:628DJAAXX:5:250024437	B73 x Ki11
Z012E0186:628DJAAXX:6:250024464	B73 x Ki11
Z012E0187:628DJAAXX:6:250024476	B73 x Ki11
Z012E0188:628DJAAXX:6:250024488	B73 x Ki11
Z012E0189:628DJAAXX:6:250024500	B73 x Ki11
Z012E0190:62P7LAAXX:5:250028176	B73 x Ki11
Z012E0191:62P7LAAXX:5:250028188	B73 x Ki11
Z012E0192:62P7LAAXX:5:250028200	B73 x Ki11
Z012E0193:62P7LAAXX:5:250028212	B73 x Ki11
Z012E0194:62P7LAAXX:5:250028164	B73 x Ki11
Z012E0195:62P7LAAXX:5:250028137	B73 x Ki11
Z012E0196:62P7LAAXX:5:250028145	B73 x Ki11
